1;IL;2021-10-19;2021-10-19 23:59:00
2;AF;2021-10-19;2021-10-19 23:59:00
3;AL;2021-10-19;2021-10-19 23:59:00
4;DZ;2021-10-19;2021-10-19 23:59:00
5;AS;2021-10-19;2021-10-19 23:59:00
6;AD;2021-10-19;2021-10-19 23:59:00
7;AO;2021-10-19;2021-10-19 23:59:00
8;AI;2021-10-19;2021-10-19 23:59:00
9;AG;2021-10-19;2021-10-19 23:59:00
10;AR;2021-10-19;2021-10-19 23:59:00
11;AM;2021-10-19;2021-10-19 23:59:00
12;AW;2021-10-19;2021-10-19 23:59:00
13;AU;2021-10-19;2021-10-19 23:59:00
14;AT;2021-10-19;2021-10-19 23:59:00
15;AZ;2021-10-19;2021-10-19 23:59:00
16;BS;2021-10-19;2021-10-19 23:59:00
17;BH;2021-10-19;2021-10-19 23:59:00
18;BD;2021-10-19;2021-10-19 23:59:00
19;BB;2021-10-19;2021-10-19 23:59:00
20;BY;2021-10-19;2021-10-19 23:59:00
21;BE;2021-10-19;2021-10-19 23:59:00
22;BZ;2021-10-19;2021-10-19 23:59:00
23;BJ;2021-10-19;2021-10-19 23:59:00
24;BM;2021-10-19;2021-10-19 23:59:00
25;BT;2021-10-19;2021-10-19 23:59:00
26;BA;2021-10-19;2021-10-19 23:59:00
27;BW;2021-10-19;2021-10-19 23:59:00
28;BR;2021-10-19;2021-10-19 23:59:00
29;IO;2021-10-19;2021-10-19 23:59:00
30;BG;2021-10-19;2021-10-19 23:59:00
31;BF;2021-10-19;2021-10-19 23:59:00
32;BI;2021-10-19;2021-10-19 23:59:00
33;KH;2021-10-19;2021-10-19 23:59:00
34;CM;2021-10-19;2021-10-19 23:59:00
35;CA;2021-10-19;2021-10-19 23:59:00
36;CV;2021-10-19;2021-10-19 23:59:00
37;KY;2021-10-19;2021-10-19 23:59:00
38;CF;2021-10-19;2021-10-19 23:59:00
39;TD;2021-10-19;2021-10-19 23:59:00
40;CL;2021-10-19;2021-10-19 23:59:00
41;CN;2021-10-19;2021-10-19 23:59:00
42;CX;2021-10-19;2021-10-19 23:59:00
43;CO;2021-10-19;2021-10-19 23:59:00
44;KM;2021-10-19;2021-10-19 23:59:00
45;CG;2021-10-19;2021-10-19 23:59:00
46;CK;2021-10-19;2021-10-19 23:59:00
47;CR;2021-10-19;2021-10-19 23:59:00
48;HR;2021-10-19;2021-10-19 23:59:00
49;CU;2021-10-19;2021-10-19 23:59:00
50;CY;2021-10-19;2021-10-19 23:59:00
51;CZ;2021-10-19;2021-10-19 23:59:00
52;DK;2021-10-19;2021-10-19 23:59:00
53;DJ;2021-10-19;2021-10-19 23:59:00
54;DM;2021-10-19;2021-10-19 23:59:00
55;DO;2021-10-19;2021-10-19 23:59:00
56;EC;2021-10-19;2021-10-19 23:59:00
57;EG;2021-10-19;2021-10-19 23:59:00
58;SV;2021-10-19;2021-10-19 23:59:00
59;GQ;2021-10-19;2021-10-19 23:59:00
60;ER;2021-10-19;2021-10-19 23:59:00
61;EE;2021-10-19;2021-10-19 23:59:00
62;ET;2021-10-19;2021-10-19 23:59:00
63;FO;2021-10-19;2021-10-19 23:59:00
64;FJ;2021-10-19;2021-10-19 23:59:00
65;FI;2021-10-19;2021-10-19 23:59:00
66;FR;2021-10-19;2021-10-19 23:59:00
67;GF;2021-10-19;2021-10-19 23:59:00
68;PF;2021-10-19;2021-10-19 23:59:00
69;GA;2021-10-19;2021-10-19 23:59:00
70;GM;2021-10-19;2021-10-19 23:59:00
71;GE;2021-10-19;2021-10-19 23:59:00
72;DE;2021-10-19;2021-10-19 23:59:00
73;GH;2021-10-19;2021-10-19 23:59:00
74;GI;2021-10-19;2021-10-19 23:59:00
75;GR;2021-10-19;2021-10-19 23:59:00
76;GL;2021-10-19;2021-10-19 23:59:00
77;GD;2021-10-19;2021-10-19 23:59:00
78;GP;2021-10-19;2021-10-19 23:59:00
79;GU;2021-10-19;2021-10-19 23:59:00
80;GT;2021-10-19;2021-10-19 23:59:00
81;GN;2021-10-19;2021-10-19 23:59:00
82;GW;2021-10-19;2021-10-19 23:59:00
83;GY;2021-10-19;2021-10-19 23:59:00
84;HT;2021-10-19;2021-10-19 23:59:00
85;HN;2021-10-19;2021-10-19 23:59:00
86;HU;2021-10-19;2021-10-19 23:59:00
87;IS;2021-10-19;2021-10-19 23:59:00
88;IN;2021-10-19;2021-10-19 23:59:00
89;ID;2021-10-19;2021-10-19 23:59:00
90;IQ;2021-10-19;2021-10-19 23:59:00
91;IE;2021-10-19;2021-10-19 23:59:00
92;IL;2021-10-19;2021-10-19 23:59:00
93;IT;2021-10-19;2021-10-19 23:59:00
94;JM;2021-10-19;2021-10-19 23:59:00
95;JP;2021-10-19;2021-10-19 23:59:00
96;JO;2021-10-19;2021-10-19 23:59:00
97;KZ;2021-10-19;2021-10-19 23:59:00
98;KE;2021-10-19;2021-10-19 23:59:00
99;KI;2021-10-19;2021-10-19 23:59:00
100;KW;2021-10-19;2021-10-19 23:59:00
101;KG;2021-10-19;2021-10-19 23:59:00
102;LV;2021-10-19;2021-10-19 23:59:00
103;LB;2021-10-19;2021-10-19 23:59:00
104;LS;2021-10-19;2021-10-19 23:59:00
105;LR;2021-10-19;2021-10-19 23:59:00
106;LI;2021-10-19;2021-10-19 23:59:00
107;LT;2021-10-19;2021-10-19 23:59:00
108;LU;2021-10-19;2021-10-19 23:59:00
109;MG;2021-10-19;2021-10-19 23:59:00
110;MW;2021-10-19;2021-10-19 23:59:00
111;MY;2021-10-19;2021-10-19 23:59:00
112;MV;2021-10-19;2021-10-19 23:59:00
113;ML;2021-10-19;2021-10-19 23:59:00
114;MT;2021-10-19;2021-10-19 23:59:00
115;MH;2021-10-19;2021-10-19 23:59:00
116;MQ;2021-10-19;2021-10-19 23:59:00
117;MR;2021-10-19;2021-10-19 23:59:00
118;MU;2021-10-19;2021-10-19 23:59:00
119;YT;2021-10-19;2021-10-19 23:59:00
120;MX;2021-10-19;2021-10-19 23:59:00
121;MC;2021-10-19;2021-10-19 23:59:00
122;MN;2021-10-19;2021-10-19 23:59:00
123;ME;2021-10-19;2021-10-19 23:59:00
124;MS;2021-10-19;2021-10-19 23:59:00
125;MA;2021-10-19;2021-10-19 23:59:00
126;MM;2021-10-19;2021-10-19 23:59:00
127;NA;2021-10-19;2021-10-19 23:59:00
128;NR;2021-10-19;2021-10-19 23:59:00
129;NP;2021-10-19;2021-10-19 23:59:00
130;NL;2021-10-19;2021-10-19 23:59:00
131;AN;2021-10-19;2021-10-19 23:59:00
132;NC;2021-10-19;2021-10-19 23:59:00
133;NZ;2021-10-19;2021-10-19 23:59:00
134;NI;2021-10-19;2021-10-19 23:59:00
135;NE;2021-10-19;2021-10-19 23:59:00
136;NG;2021-10-19;2021-10-19 23:59:00
137;NU;2021-10-19;2021-10-19 23:59:00
138;NF;2021-10-19;2021-10-19 23:59:00
139;MP;2021-10-19;2021-10-19 23:59:00
140;NO;2021-10-19;2021-10-19 23:59:00
141;OM;2021-10-19;2021-10-19 23:59:00
142;PK;2021-10-19;2021-10-19 23:59:00
143;PW;2021-10-19;2021-10-19 23:59:00
144;PA;2021-10-19;2021-10-19 23:59:00
145;PG;2021-10-19;2021-10-19 23:59:00
146;PY;2021-10-19;2021-10-19 23:59:00
147;PE;2021-10-19;2021-10-19 23:59:00
148;PH;2021-10-19;2021-10-19 23:59:00
149;PL;2021-10-19;2021-10-19 23:59:00
150;PT;2021-10-19;2021-10-19 23:59:00
151;PR;2021-10-19;2021-10-19 23:59:00
152;QA;2021-10-19;2021-10-19 23:59:00
153;RO;2021-10-19;2021-10-19 23:59:00
154;RW;2021-10-19;2021-10-19 23:59:00
155;WS;2021-10-19;2021-10-19 23:59:00
156;SM;2021-10-19;2021-10-19 23:59:00
157;SA;2021-10-19;2021-10-19 23:59:00
158;SN;2021-10-19;2021-10-19 23:59:00
159;RS;2021-10-19;2021-10-19 23:59:00
160;SC;2021-10-19;2021-10-19 23:59:00
161;SL;2021-10-19;2021-10-19 23:59:00
162;SG;2021-10-19;2021-10-19 23:59:00
163;SK;2021-10-19;2021-10-19 23:59:00
164;SI;2021-10-19;2021-10-19 23:59:00
165;SB;2021-10-19;2021-10-19 23:59:00
166;ZA;2021-10-19;2021-10-19 23:59:00
167;GS;2021-10-19;2021-10-19 23:59:00
168;ES;2021-10-19;2021-10-19 23:59:00
169;LK;2021-10-19;2021-10-19 23:59:00
170;SD;2021-10-19;2021-10-19 23:59:00
171;SR;2021-10-19;2021-10-19 23:59:00
172;SZ;2021-10-19;2021-10-19 23:59:00
173;SE;2021-10-19;2021-10-19 23:59:00
174;CH;2021-10-19;2021-10-19 23:59:00
175;TJ;2021-10-19;2021-10-19 23:59:00
176;TH;2021-10-19;2021-10-19 23:59:00
177;TG;2021-10-19;2021-10-19 23:59:00
178;TK;2021-10-19;2021-10-19 23:59:00
179;TO;2021-10-19;2021-10-19 23:59:00
180;TT;2021-10-19;2021-10-19 23:59:00
181;TN;2021-10-19;2021-10-19 23:59:00
182;TR;2021-10-19;2021-10-19 23:59:00
183;TM;2021-10-19;2021-10-19 23:59:00
184;TC;2021-10-19;2021-10-19 23:59:00
185;TV;2021-10-19;2021-10-19 23:59:00
186;UG;2021-10-19;2021-10-19 23:59:00
187;UA;2021-10-19;2021-10-19 23:59:00
188;AE;2021-10-19;2021-10-19 23:59:00
189;GB;2021-10-19;2021-10-19 23:59:00
190;US;2021-10-19;2021-10-19 23:59:00
191;UY;2021-10-19;2021-10-19 23:59:00
192;UZ;2021-10-19;2021-10-19 23:59:00
193;VU;2021-10-19;2021-10-19 23:59:00
194;WF;2021-10-19;2021-10-19 23:59:00
195;YE;2021-10-19;2021-10-19 23:59:00
196;ZM;2021-10-19;2021-10-19 23:59:00
197;ZW;2021-10-19;2021-10-19 23:59:00
198;AX;2021-10-19;2021-10-19 23:59:00
199;AQ;2021-10-19;2021-10-19 23:59:00
200;BO;2021-10-19;2021-10-19 23:59:00
201;BN;2021-10-19;2021-10-19 23:59:00
202;CC;2021-10-19;2021-10-19 23:59:00
203;CD;2021-10-19;2021-10-19 23:59:00
204;CI;2021-10-19;2021-10-19 23:59:00
205;FK;2021-10-19;2021-10-19 23:59:00
206;GG;2021-10-19;2021-10-19 23:59:00
207;VA;2021-10-19;2021-10-19 23:59:00
208;HK;2021-10-19;2021-10-19 23:59:00
209;IR;2021-10-19;2021-10-19 23:59:00
210;IM;2021-10-19;2021-10-19 23:59:00
211;JE;2021-10-19;2021-10-19 23:59:00
212;KP;2021-10-19;2021-10-19 23:59:00
213;KR;2021-10-19;2021-10-19 23:59:00
214;LA;2021-10-19;2021-10-19 23:59:00
215;LY;2021-10-19;2021-10-19 23:59:00
216;MO;2021-10-19;2021-10-19 23:59:00
217;MK;2021-10-19;2021-10-19 23:59:00
218;FM;2021-10-19;2021-10-19 23:59:00
219;MD;2021-10-19;2021-10-19 23:59:00
220;MZ;2021-10-19;2021-10-19 23:59:00
221;PS;2021-10-19;2021-10-19 23:59:00
222;PN;2021-10-19;2021-10-19 23:59:00
223;RE;2021-10-19;2021-10-19 23:59:00
224;RU;2021-10-19;2021-10-19 23:59:00
225;BL;2021-10-19;2021-10-19 23:59:00
226;SH;2021-10-19;2021-10-19 23:59:00
227;KN;2021-10-19;2021-10-19 23:59:00
228;LC;2021-10-19;2021-10-19 23:59:00
229;MF;2021-10-19;2021-10-19 23:59:00
230;PM;2021-10-19;2021-10-19 23:59:00
231;VC;2021-10-19;2021-10-19 23:59:00
232;ST;2021-10-19;2021-10-19 23:59:00
233;SO;2021-10-19;2021-10-19 23:59:00
234;SJ;2021-10-19;2021-10-19 23:59:00
235;SY;2021-10-19;2021-10-19 23:59:00
236;TW;2021-10-19;2021-10-19 23:59:00
237;TZ;2021-10-19;2021-10-19 23:59:00
238;TL;2021-10-19;2021-10-19 23:59:00
239;VE;2021-10-19;2021-10-19 23:59:00
240;VN;2021-10-19;2021-10-19 23:59:00
241;VG;2021-10-19;2021-10-19 23:59:00
242;VI;2021-10-19;2021-10-19 23:59:00
