1;+972;2021-10-19;2021-10-19 23:59:00
2;+93;2021-10-19;2021-10-19 23:59:00
3;+355;2021-10-19;2021-10-19 23:59:00
4;+213;2021-10-19;2021-10-19 23:59:00
5;+1 684;2021-10-19;2021-10-19 23:59:00
6;+376;2021-10-19;2021-10-19 23:59:00
7;+244;2021-10-19;2021-10-19 23:59:00
8;+1 264;2021-10-19;2021-10-19 23:59:00
9;+1268;2021-10-19;2021-10-19 23:59:00
10;+54;2021-10-19;2021-10-19 23:59:00
11;+374;2021-10-19;2021-10-19 23:59:00
12;+297;2021-10-19;2021-10-19 23:59:00
13;+61;2021-10-19;2021-10-19 23:59:00
14;+43;2021-10-19;2021-10-19 23:59:00
15;+994;2021-10-19;2021-10-19 23:59:00
16;+1 242;2021-10-19;2021-10-19 23:59:00
17;+973;2021-10-19;2021-10-19 23:59:00
18;+880;2021-10-19;2021-10-19 23:59:00
19;+1 246;2021-10-19;2021-10-19 23:59:00
20;+375;2021-10-19;2021-10-19 23:59:00
21;+32;2021-10-19;2021-10-19 23:59:00
22;+501;2021-10-19;2021-10-19 23:59:00
23;+229;2021-10-19;2021-10-19 23:59:00
24;+1 441;2021-10-19;2021-10-19 23:59:00
25;+975;2021-10-19;2021-10-19 23:59:00
26;+387;2021-10-19;2021-10-19 23:59:00
27;+267;2021-10-19;2021-10-19 23:59:00
28;+55;2021-10-19;2021-10-19 23:59:00
29;+246;2021-10-19;2021-10-19 23:59:00
30;+359;2021-10-19;2021-10-19 23:59:00
31;+226;2021-10-19;2021-10-19 23:59:00
32;+257;2021-10-19;2021-10-19 23:59:00
33;+855;2021-10-19;2021-10-19 23:59:00
34;+237;2021-10-19;2021-10-19 23:59:00
35;+1;2021-10-19;2021-10-19 23:59:00
36;+238;2021-10-19;2021-10-19 23:59:00
37;+ 345;2021-10-19;2021-10-19 23:59:00
38;+236;2021-10-19;2021-10-19 23:59:00
39;+235;2021-10-19;2021-10-19 23:59:00
40;+56;2021-10-19;2021-10-19 23:59:00
41;+86;2021-10-19;2021-10-19 23:59:00
42;+61;2021-10-19;2021-10-19 23:59:00
43;+57;2021-10-19;2021-10-19 23:59:00
44;+269;2021-10-19;2021-10-19 23:59:00
45;+242;2021-10-19;2021-10-19 23:59:00
46;+682;2021-10-19;2021-10-19 23:59:00
47;+506;2021-10-19;2021-10-19 23:59:00
48;+385;2021-10-19;2021-10-19 23:59:00
49;+53;2021-10-19;2021-10-19 23:59:00
50;+537;2021-10-19;2021-10-19 23:59:00
51;+420;2021-10-19;2021-10-19 23:59:00
52;+45;2021-10-19;2021-10-19 23:59:00
53;+253;2021-10-19;2021-10-19 23:59:00
54;+1 767;2021-10-19;2021-10-19 23:59:00
55;+1 849;2021-10-19;2021-10-19 23:59:00
56;+593;2021-10-19;2021-10-19 23:59:00
57;+20;2021-10-19;2021-10-19 23:59:00
58;+503;2021-10-19;2021-10-19 23:59:00
59;+240;2021-10-19;2021-10-19 23:59:00
60;+291;2021-10-19;2021-10-19 23:59:00
61;+372;2021-10-19;2021-10-19 23:59:00
62;+251;2021-10-19;2021-10-19 23:59:00
63;+298;2021-10-19;2021-10-19 23:59:00
64;+679;2021-10-19;2021-10-19 23:59:00
65;+358;2021-10-19;2021-10-19 23:59:00
66;+33;2021-10-19;2021-10-19 23:59:00
67;+594;2021-10-19;2021-10-19 23:59:00
68;+689;2021-10-19;2021-10-19 23:59:00
69;+241;2021-10-19;2021-10-19 23:59:00
70;+220;2021-10-19;2021-10-19 23:59:00
71;+995;2021-10-19;2021-10-19 23:59:00
72;+49;2021-10-19;2021-10-19 23:59:00
73;+233;2021-10-19;2021-10-19 23:59:00
74;+350;2021-10-19;2021-10-19 23:59:00
75;+30;2021-10-19;2021-10-19 23:59:00
76;+299;2021-10-19;2021-10-19 23:59:00
77;+1 473;2021-10-19;2021-10-19 23:59:00
78;+590;2021-10-19;2021-10-19 23:59:00
79;+1 671;2021-10-19;2021-10-19 23:59:00
80;+502;2021-10-19;2021-10-19 23:59:00
81;+224;2021-10-19;2021-10-19 23:59:00
82;+245;2021-10-19;2021-10-19 23:59:00
83;+595;2021-10-19;2021-10-19 23:59:00
84;+509;2021-10-19;2021-10-19 23:59:00
85;+504;2021-10-19;2021-10-19 23:59:00
86;+36;2021-10-19;2021-10-19 23:59:00
87;+354;2021-10-19;2021-10-19 23:59:00
88;+91;2021-10-19;2021-10-19 23:59:00
89;+62;2021-10-19;2021-10-19 23:59:00
90;+964;2021-10-19;2021-10-19 23:59:00
91;+353;2021-10-19;2021-10-19 23:59:00
92;+972;2021-10-19;2021-10-19 23:59:00
93;+39;2021-10-19;2021-10-19 23:59:00
94;+1 876;2021-10-19;2021-10-19 23:59:00
95;+81;2021-10-19;2021-10-19 23:59:00
96;+962;2021-10-19;2021-10-19 23:59:00
97;+7 7;2021-10-19;2021-10-19 23:59:00
98;+254;2021-10-19;2021-10-19 23:59:00
99;+686;2021-10-19;2021-10-19 23:59:00
100;+965;2021-10-19;2021-10-19 23:59:00
101;+996;2021-10-19;2021-10-19 23:59:00
102;+371;2021-10-19;2021-10-19 23:59:00
103;+961;2021-10-19;2021-10-19 23:59:00
104;+266;2021-10-19;2021-10-19 23:59:00
105;+231;2021-10-19;2021-10-19 23:59:00
106;+423;2021-10-19;2021-10-19 23:59:00
107;+370;2021-10-19;2021-10-19 23:59:00
108;+352;2021-10-19;2021-10-19 23:59:00
109;+261;2021-10-19;2021-10-19 23:59:00
110;+265;2021-10-19;2021-10-19 23:59:00
111;+60;2021-10-19;2021-10-19 23:59:00
112;+960;2021-10-19;2021-10-19 23:59:00
113;+223;2021-10-19;2021-10-19 23:59:00
114;+356;2021-10-19;2021-10-19 23:59:00
115;+692;2021-10-19;2021-10-19 23:59:00
116;+596;2021-10-19;2021-10-19 23:59:00
117;+222;2021-10-19;2021-10-19 23:59:00
118;+230;2021-10-19;2021-10-19 23:59:00
119;+262;2021-10-19;2021-10-19 23:59:00
120;+52;2021-10-19;2021-10-19 23:59:00
121;+377;2021-10-19;2021-10-19 23:59:00
122;+976;2021-10-19;2021-10-19 23:59:00
123;+382;2021-10-19;2021-10-19 23:59:00
124;+1664;2021-10-19;2021-10-19 23:59:00
125;+212;2021-10-19;2021-10-19 23:59:00
126;+95;2021-10-19;2021-10-19 23:59:00
127;+264;2021-10-19;2021-10-19 23:59:00
128;+674;2021-10-19;2021-10-19 23:59:00
129;+977;2021-10-19;2021-10-19 23:59:00
130;+31;2021-10-19;2021-10-19 23:59:00
131;+599;2021-10-19;2021-10-19 23:59:00
132;+687;2021-10-19;2021-10-19 23:59:00
133;+64;2021-10-19;2021-10-19 23:59:00
134;+505;2021-10-19;2021-10-19 23:59:00
135;+227;2021-10-19;2021-10-19 23:59:00
136;+234;2021-10-19;2021-10-19 23:59:00
137;+683;2021-10-19;2021-10-19 23:59:00
138;+672;2021-10-19;2021-10-19 23:59:00
139;+1 670;2021-10-19;2021-10-19 23:59:00
140;+47;2021-10-19;2021-10-19 23:59:00
141;+968;2021-10-19;2021-10-19 23:59:00
142;+92;2021-10-19;2021-10-19 23:59:00
143;+680;2021-10-19;2021-10-19 23:59:00
144;+507;2021-10-19;2021-10-19 23:59:00
145;+675;2021-10-19;2021-10-19 23:59:00
146;+595;2021-10-19;2021-10-19 23:59:00
147;+51;2021-10-19;2021-10-19 23:59:00
148;+63;2021-10-19;2021-10-19 23:59:00
149;+48;2021-10-19;2021-10-19 23:59:00
150;+351;2021-10-19;2021-10-19 23:59:00
151;+1 939;2021-10-19;2021-10-19 23:59:00
152;+974;2021-10-19;2021-10-19 23:59:00
153;+40;2021-10-19;2021-10-19 23:59:00
154;+250;2021-10-19;2021-10-19 23:59:00
155;+685;2021-10-19;2021-10-19 23:59:00
156;+378;2021-10-19;2021-10-19 23:59:00
157;+966;2021-10-19;2021-10-19 23:59:00
158;+221;2021-10-19;2021-10-19 23:59:00
159;+381;2021-10-19;2021-10-19 23:59:00
160;+248;2021-10-19;2021-10-19 23:59:00
161;+232;2021-10-19;2021-10-19 23:59:00
162;+65;2021-10-19;2021-10-19 23:59:00
163;+421;2021-10-19;2021-10-19 23:59:00
164;+386;2021-10-19;2021-10-19 23:59:00
165;+677;2021-10-19;2021-10-19 23:59:00
166;+27;2021-10-19;2021-10-19 23:59:00
167;+500;2021-10-19;2021-10-19 23:59:00
168;+34;2021-10-19;2021-10-19 23:59:00
169;+94;2021-10-19;2021-10-19 23:59:00
170;+249;2021-10-19;2021-10-19 23:59:00
171;+597;2021-10-19;2021-10-19 23:59:00
172;+268;2021-10-19;2021-10-19 23:59:00
173;+46;2021-10-19;2021-10-19 23:59:00
174;+41;2021-10-19;2021-10-19 23:59:00
175;+992;2021-10-19;2021-10-19 23:59:00
176;+66;2021-10-19;2021-10-19 23:59:00
177;+228;2021-10-19;2021-10-19 23:59:00
178;+690;2021-10-19;2021-10-19 23:59:00
179;+676;2021-10-19;2021-10-19 23:59:00
180;+1 868;2021-10-19;2021-10-19 23:59:00
181;+216;2021-10-19;2021-10-19 23:59:00
182;+90;2021-10-19;2021-10-19 23:59:00
183;+993;2021-10-19;2021-10-19 23:59:00
184;+1 649;2021-10-19;2021-10-19 23:59:00
185;+688;2021-10-19;2021-10-19 23:59:00
186;+256;2021-10-19;2021-10-19 23:59:00
187;+380;2021-10-19;2021-10-19 23:59:00
188;+971;2021-10-19;2021-10-19 23:59:00
189;+44;2021-10-19;2021-10-19 23:59:00
190;+1;2021-10-19;2021-10-19 23:59:00
191;+598;2021-10-19;2021-10-19 23:59:00
192;+998;2021-10-19;2021-10-19 23:59:00
193;+678;2021-10-19;2021-10-19 23:59:00
194;+681;2021-10-19;2021-10-19 23:59:00
195;+967;2021-10-19;2021-10-19 23:59:00
196;+260;2021-10-19;2021-10-19 23:59:00
197;+263;2021-10-19;2021-10-19 23:59:00
198;;2021-10-19;2021-10-19 23:59:00
199;;2021-10-19;2021-10-19 23:59:00
200;+591;2021-10-19;2021-10-19 23:59:00
201;+673;2021-10-19;2021-10-19 23:59:00
202;+61;2021-10-19;2021-10-19 23:59:00
203;+243;2021-10-19;2021-10-19 23:59:00
204;+225;2021-10-19;2021-10-19 23:59:00
205;+500;2021-10-19;2021-10-19 23:59:00
206;+44;2021-10-19;2021-10-19 23:59:00
207;+379;2021-10-19;2021-10-19 23:59:00
208;+852;2021-10-19;2021-10-19 23:59:00
209;+98;2021-10-19;2021-10-19 23:59:00
210;+44;2021-10-19;2021-10-19 23:59:00
211;+44;2021-10-19;2021-10-19 23:59:00
212;+850;2021-10-19;2021-10-19 23:59:00
213;+82;2021-10-19;2021-10-19 23:59:00
214;+856;2021-10-19;2021-10-19 23:59:00
215;+218;2021-10-19;2021-10-19 23:59:00
216;+853;2021-10-19;2021-10-19 23:59:00
217;+389;2021-10-19;2021-10-19 23:59:00
218;+691;2021-10-19;2021-10-19 23:59:00
219;+373;2021-10-19;2021-10-19 23:59:00
220;+258;2021-10-19;2021-10-19 23:59:00
221;+970;2021-10-19;2021-10-19 23:59:00
222;+872;2021-10-19;2021-10-19 23:59:00
223;+262;2021-10-19;2021-10-19 23:59:00
224;+7;2021-10-19;2021-10-19 23:59:00
225;+590;2021-10-19;2021-10-19 23:59:00
226;+290;2021-10-19;2021-10-19 23:59:00
227;+1 869;2021-10-19;2021-10-19 23:59:00
228;+1 758;2021-10-19;2021-10-19 23:59:00
229;+590;2021-10-19;2021-10-19 23:59:00
230;+508;2021-10-19;2021-10-19 23:59:00
231;+1 784;2021-10-19;2021-10-19 23:59:00
232;+239;2021-10-19;2021-10-19 23:59:00
233;+252;2021-10-19;2021-10-19 23:59:00
234;+47;2021-10-19;2021-10-19 23:59:00
235;+963;2021-10-19;2021-10-19 23:59:00
236;+886;2021-10-19;2021-10-19 23:59:00
237;+255;2021-10-19;2021-10-19 23:59:00
238;+670;2021-10-19;2021-10-19 23:59:00
239;+58;2021-10-19;2021-10-19 23:59:00
240;+84;2021-10-19;2021-10-19 23:59:00
241;+1 284;2021-10-19;2021-10-19 23:59:00
242;+1 340;2021-10-19;2021-10-19 23:59:00
